iter	Accuracy	MultiClass
1044	1	0.04028928068
1045	1	0.0402544958
1046	1	0.04019413848
1047	1	0.04013217673
1048	1	0.0400712413
1049	1	0.04001465867
1050	1	0.03997860711
1051	1	0.03992054143
1052	1	0.03986376792
1053	1	0.03982775509
1054	1	0.03976270536
1055	1	0.03971025736
1056	1	0.03966186733
1057	1	0.0396098585
1058	1	0.0395316878
1059	1	0.03948772043
1060	1	0.03939920981
1061	1	0.03935116859
1062	1	0.03931384949
1063	1	0.03921410792
1064	1	0.03918105391
1065	1	0.03917648523
1066	1	0.03913902011
1067	1	0.0390802981
1068	1	0.03905467381
1069	1	0.03900398445
1070	1	0.03897378488
1071	1	0.03891981323
1072	1	0.03884725674
1073	1	0.03879414369
1074	1	0.03871933368
1075	1	0.0386833148
1076	1	0.03861289865
1077	1	0.03857397458
1078	1	0.03850280011
1079	1	0.03846716244
1080	1	0.03837695938
1081	1	0.03833099404
1082	1	0.03827401769
1083	1	0.0382368154
1084	1	0.03818071477
1085	1	0.03815490141
1086	1	0.03809409728
1087	1	0.03800536349
1088	1	0.03799402428
1089	1	0.03795480999
1090	1	0.03791033922
1091	1	0.03788178412
1092	1	0.03781226462
1093	1	0.03778086642
1094	1	0.03774565497
1095	1	0.03770125242
1096	1	0.03766620789
1097	1	0.03761613629
1098	1	0.03760402022
1099	1	0.03758860861
1100	1	0.03756226028
1101	1	0.03750234509
1102	1	0.03743967484
1103	1	0.03741640168
1104	1	0.03737261425
1105	1	0.03734791126
1106	1	0.03730959072
1107	1	0.03724345341
1108	1	0.03721563818
1109	1	0.03719738827
1110	1	0.0371602549
1111	1	0.03710265419
1112	1	0.03709361254
1113	1	0.03706409617
1114	1	0.03701967473
1115	1	0.0369710518
1116	1	0.03693446643
1117	1	0.03688024639
1118	1	0.03681359846
1119	1	0.03675527225
1120	1	0.03670042968
1121	1	0.03665757947
1122	1	0.03664895794
1123	1	0.03661647159
1124	1	0.03656697675
1125	1	0.03650655763
1126	1	0.0364593979
1127	1	0.03640681571
1128	1	0.03636945771
1129	1	0.03634062411
1130	1	0.03625679709
1131	1	0.03623317602
1132	1	0.0361742964
1133	1	0.03608471666
1134	1	0.03599675022
1135	1	0.03594985825
1136	1	0.03589162763
1137	1	0.03583908097
1138	1	0.03577309955
1139	1	0.03574688815
1140	1	0.03570758237
1141	1	0.03563138161
1142	1	0.03562135956
1143	1	0.03560566471
1144	1	0.03556161442
1145	1	0.03550990325
1146	1	0.03543966331
1147	1	0.03538137413
1148	1	0.03535738385
1149	1	0.03533847163
1150	1	0.03530174781
1151	1	0.03526026865
1152	1	0.03523563011
1153	1	0.03522074394
1154	1	0.03516447609
1155	1	0.03512401007
1156	1	0.03511603487
1157	1	0.03504037344
1158	1	0.03497002552
1159	1	0.03488770254
1160	1	0.03482772187
1161	1	0.03480959289
1162	1	0.03478957371
1163	1	0.03476439467
1164	1	0.03473692282
1165	1	0.03465156248
1166	1	0.03460062801
1167	1	0.03455274273
1168	1	0.03450292389
1169	1	0.03448064704
1170	1	0.03443803424
1171	1	0.03440541249
1172	1	0.03436630737
1173	1	0.03432756454
1174	1	0.0342771018
1175	1	0.0342554349
1176	1	0.03418132352
1177	1	0.03415600299
1178	1	0.03408480355
1179	1	0.03402355333
1180	1	0.03397253896
1181	1	0.03391234371
1182	1	0.03385899491
1183	1	0.03380111764
1184	1	0.03377514076
1185	1	0.03374506254
1186	1	0.03370084888
1187	1	0.03368242773
1188	1	0.03365576555
1189	1	0.03364288921
1190	1	0.03357258969
1191	1	0.03354602573
1192	1	0.03349039622
1193	1	0.03344672298
1194	1	0.03341286293
1195	1	0.03336572322
1196	1	0.03330666418
1197	1	0.03326383079
1198	1	0.03323815662
1199	1	0.03321579772
