species,symmetry_flag,height_index,agility_score,coordination_Y,diet_signal_2,diet_signal_1,limb_ratio_B,dance_style,metabolic_balance,limb_ratio_A,behavioral_switch,bone_density,power_index,ancestral_code,coordination_X
Giant,True,100.63080,-0.28301,0.71912,-0.11941,12.07633,200.68070,Polkagris,-91.19150,-0.68999,1,-98.28748,454.01026,CLAN_07625,1.62662
Giant,True,99.89084,0.54795,-0.44474,-0.61643,13.69954,199.97202,Slängpolskorgris,-91.19532,-0.65109,1,-98.72879,450.08979,CLAN_02871,-0.69019
Giant,True,100.89456,0.79579,-0.50091,2.09718,7.83150,200.95825,Polkagris,-91.65811,-0.68375,0,-109.24352,449.85106,CLAN_00369,-1.04778
Vampire,True,100.79033,-1.00590,-0.01335,-2.19933,9.02045,200.85640,Polkagris,-92.45891,-0.66824,1,-106.37933,450.76199,CLAN_05652,-0.46401
Giant,False,99.60709,0.02600,1.05753,1.70375,8.30114,199.67541,Slängpolskorgris,-89.63164,-0.67734,1,-99.77500,448.14793,CLAN_04960,-0.68647
Student,True,99.17919,0.06127,0.14336,4.89922,12.18740,199.23073,Slängpolskorgris,-88.17013,-0.65821,1,-97.86969,446.96109,CLAN_01025,0.60260
Vampire,False,99.00512,-1.66596,-0.21407,-0.56151,11.56799,199.07042,Slängpolskorgris,-88.22986,-0.65907,0,-101.26409,444.39356,CLAN_06142,0.51393
Student,False,99.42964,0.67221,-0.70683,-0.97874,10.42808,199.49443,Slängpolskorgris,-89.45391,-0.67215,1,-97.24689,448.52476,CLAN_08878,-1.03117
Student,False,99.69388,-0.46520,-1.80414,3.16928,9.44486,199.73758,Slängpolskorgris,-90.65904,-0.72282,0,-95.32278,450.80804,CLAN_09394,-0.65421
Student,False,99.77966,1.00792,0.08176,2.93896,12.52244,199.82840,Slängpolskorgris,-89.07449,-0.68318,1,-101.78105,448.00779,CLAN_03447,0.82169
Giant,True,101.15927,0.83784,1.04360,-2.15739,10.02921,201.22761,Schottisgris,-92.52549,-0.67752,0,-105.10249,453.24510,CLAN_08736,1.98793
Student,True,98.92651,0.67683,-0.62199,3.67513,10.00343,198.99493,Hambogris,-91.40457,-0.71686,1,-100.88379,444.19063,CLAN_05533,0.46076
Vampire,False,100.26843,0.59115,2.61343,-0.39437,,200.34101,Polkagris,-91.30382,-0.66559,0,-101.57559,450.55435,CLAN_06832,-1.26659
Vampire,False,99.15405,-0.79925,-0.45204,-0.13996,11.25824,199.22689,Slängpolskorgris,-91.36111,-0.65965,0,-96.34378,447.59836,CLAN_10304,-0.42456
Giant,True,100.82720,0.84937,2.14744,-0.73722,11.01956,200.88918,Polkagris,-91.67696,-0.66545,0,-98.04359,455.11422,CLAN_08028,1.03536
Student,True,99.24385,0.31226,0.35412,-0.43960,11.01535,199.29548,Slängpolskorgris,-88.22766,-0.73530,1,-96.31698,448.06075,CLAN_05646,0.19186
Student,True,98.66726,-0.13216,-0.49655,4.35268,9.16719,198.70334,Hambogris,-87.68140,-0.69204,0,-95.19872,445.73692,CLAN_08994,0.34546
Vampire,False,100.08330,0.45500,0.43810,-2.13685,,200.16231,Polkagris,-89.06082,-0.68746,0,-99.77460,450.52918,CLAN_09326,0.30993
Vampire,True,99.20122,0.84145,-0.06850,-2.19042,10.26554,199.27962,Slängpolskorgris,-91.24701,-0.67463,1,-99.80238,446.10490,CLAN_00662,0.63247
Vampire,False,100.86581,0.74474,0.62482,-2.60486,,200.94173,Polkagris,-90.64065,-0.67137,0,-101.00572,453.82619,CLAN_06578,0.25244
Vampire,True,100.87848,-0.02777,1.17760,-0.79178,,200.96076,Polkagris,-89.91852,-0.67525,1,-100.34817,454.21831,CLAN_00242,-0.69576
Giant,False,101.86999,-0.74728,-0.24364,-1.65750,11.97879,201.95759,Schottisgris,-92.90921,-0.63299,1,-99.94180,459.37904,CLAN_03823,1.50656
Vampire,True,101.26738,1.66074,-1.59592,-2.17718,,201.34697,Schottisgris,-90.11375,-0.69058,0,-104.38789,454.14294,CLAN_10620,1.41322
Giant,True,101.46561,0.48737,-0.74883,-1.09168,11.52791,201.51769,Schottisgris,-92.78483,-0.67717,0,-106.77347,453.94133,CLAN_01374,-0.05791
Giant,True,99.11734,-1.66585,0.52167,2.31982,9.11766,199.17358,Slängpolskorgris,-90.62025,-0.68566,0,-100.66598,445.25369,CLAN_00834,2.74161
Vampire,False,100.94065,0.23435,1.76919,-3.21051,11.93997,201.02211,Polkagris,-91.86334,-0.69063,0,-97.84519,455.78063,CLAN_03758,-2.63465
Giant,True,99.62058,-0.62594,0.97951,-3.12386,11.76134,199.70713,Slängpolskorgris,-91.51063,-0.65060,0,-100.23487,447.98549,CLAN_02256,0.72958
Student,False,99.50232,0.40623,-0.13177,-0.08409,10.64612,199.54527,Slängpolskorgris,-90.98082,-0.66519,1,-104.90732,445.05792,CLAN_01176,1.22075
Giant,True,99.92873,-0.61801,-0.40030,-2.91430,12.28907,199.98715,Slängpolskorgris,-88.45833,-0.67121,0,-104.73460,447.27635,CLAN_04404,-2.93149
Vampire,False,100.50016,1.55266,1.42034,-1.44789,9.56062,200.57862,Polkagris,-91.40777,-0.70056,0,-110.80410,447.09875,CLAN_07515,-0.01053
Vampire,False,100.28169,2.16811,1.34708,-1.86712,,200.36545,Polkagris,-88.43387,-0.68320,0,-97.97365,452.42160,CLAN_02639,0.04498
Vampire,True,100.56121,0.44055,0.59388,-0.78275,,200.63154,Polkagris,-94.73727,-0.65426,0,-100.85200,452.38003,CLAN_06273,-0.24904
Student,True,99.61530,1.22123,1.20210,4.09735,11.93496,199.65247,Slängpolskorgris,-89.64936,-0.68338,1,-99.08626,448.53336,CLAN_08556,0.11187
Giant,False,100.42894,0.92206,2.10979,1.75014,7.93168,200.48787,Polkagris,-92.24896,-0.66605,0,-100.59416,451.84760,CLAN_00382,2.10060
Giant,True,98.58996,-0.25908,0.16994,1.31202,8.22179,198.66335,Hambogris,-91.07809,-0.64982,0,-99.04800,443.42581,CLAN_08289,0.86359
Vampire,False,100.09383,-0.82594,-0.84900,-2.95254,12.39600,200.16860,Polkagris,-90.54131,-0.68372,1,-99.74216,450.59806,CLAN_06665,1.84670
Giant,False,100.10982,-0.06957,-1.73059,0.09407,12.64843,200.16652,Polkagris,-91.79132,-0.67563,1,-99.86415,450.61703,CLAN_08783,-0.40599
Giant,True,99.61799,-0.16219,0.32851,-1.53661,11.98930,199.70589,Slängpolskorgris,-90.37052,-0.65352,0,-99.20743,448.48625,CLAN_06260,1.13295
Vampire,False,98.92126,-0.49226,1.44942,-2.86331,,198.99604,Hambogris,-88.71048,-0.66104,0,-100.82240,444.19509,CLAN_06126,-0.76969
Student,True,100.86299,0.28486,0.01771,4.22710,11.11180,200.91014,Polkagris,-91.72437,-0.72094,0,-99.47848,454.57570,CLAN_03644,0.99957
Student,True,101.72261,-0.47647,-1.46488,-2.77122,11.97961,201.77934,Schottisgris,-91.94759,-0.67095,1,-99.20080,459.01263,CLAN_02749,1.35688
Giant,False,101.62290,-0.17559,-2.24349,-1.68405,11.43177,201.68925,Schottisgris,-91.17752,-0.66988,1,-104.05148,456.08875,CLAN_09726,0.27437
Vampire,False,99.37020,0.48594,-0.91504,-1.29762,,199.44396,Slängpolskorgris,-89.44762,-0.66855,1,-94.12938,449.78633,CLAN_10417,-1.69406
Student,False,99.88348,0.15120,-0.52706,-0.50211,10.37192,199.93639,Slängpolskorgris,-90.93866,-0.65517,1,-97.51885,450.65799,CLAN_09005,0.18144
Giant,False,100.75327,-0.22278,0.72197,-0.42570,10.68694,200.82284,Polkagris,-88.26376,-0.67167,1,-100.10115,453.71578,CLAN_02661,2.59949
Vampire,True,99.28882,0.23739,0.61799,-1.96673,,199.36295,Slängpolskorgris,-92.38488,-0.65613,1,-101.80234,445.54295,CLAN_03744,-0.66572
Giant,True,97.72629,-0.17591,-1.42410,-0.09262,10.29778,197.79883,Hambogris,-89.09569,-0.67712,0,-97.35317,439.95486,CLAN_06990,-1.24029
Vampire,True,100.68547,-0.13331,1.80111,-2.73270,11.11041,200.75739,Polkagris,-92.32679,-0.65338,1,-104.80392,451.02540,CLAN_00259,-0.85814
Vampire,True,101.32094,-1.26014,-1.01437,-4.34205,,201.39760,Schottisgris,-89.48827,-0.67046,1,-95.67223,458.76859,CLAN_03024,-0.84372
Giant,True,99.46559,0.35068,0.47988,-0.68688,11.87675,199.55388,Slängpolskorgris,-90.84849,-0.63620,1,-98.16922,448.24336,CLAN_07252,-2.14503
Student,False,101.02152,-0.64840,-0.61216,2.18272,12.02943,201.06986,Schottisgris,-93.55372,-0.71635,1,-103.25488,453.48015,CLAN_09763,0.16904
Giant,True,99.52189,0.38061,1.48924,-1.35454,13.48543,199.56940,Slängpolskorgris,-89.50975,-0.71160,1,-99.03953,448.08970,CLAN_05302,-0.39259
Giant,True,100.31322,0.07368,-0.74946,2.07617,9.63396,200.38291,Polkagris,-88.97911,-0.67904,0,-97.58924,452.77146,CLAN_03400,-0.44988
Vampire,False,100.58249,-0.15391,-3.52114,-0.77836,,200.66297,Polkagris,-89.72691,-0.68465,1,-101.38702,452.21893,CLAN_04662,2.06789
Vampire,False,101.01042,0.04728,0.28742,-1.54905,9.90911,201.08758,Schottisgris,-93.59675,-0.67171,0,-97.07183,456.51620,CLAN_03558,2.05603
Student,True,99.81265,-0.69509,-0.23115,1.41236,9.87417,199.87084,Slängpolskorgris,-92.59931,-0.71004,0,-104.12139,447.00257,CLAN_02784,-1.10545
Student,False,98.66110,0.38180,-1.15581,0.83546,11.38145,198.69567,Hambogris,-89.40937,-0.68558,1,-101.26514,442.67291,CLAN_09307,-0.08481
Giant,False,99.77148,-1.08327,-0.72051,-2.06655,12.00169,199.84507,Slängpolskorgris,-91.03278,-0.66453,0,-93.77236,451.97123,CLAN_03458,0.75882
Student,True,99.16535,-0.69501,1.10213,3.65940,12.26390,199.21561,Slängpolskorgris,-91.40848,-0.69020,0,-95.02361,448.31494,CLAN_07865,1.02581
Giant,False,100.57072,0.25048,-1.79791,0.45631,15.01267,200.62462,Polkagris,-90.76252,-0.67994,0,-95.79920,454.95399,CLAN_05770,0.45916
Giant,True,100.86096,-0.80699,-2.12581,-1.57757,13.80055,200.91575,Polkagris,-91.46732,-0.70152,1,-104.27250,452.16856,CLAN_01268,-1.15602
Giant,True,98.62961,0.43755,3.14761,-2.04313,10.75038,198.67663,Hambogris,-90.61403,-0.70460,1,-106.55847,439.86880,CLAN_10377,2.49661
Student,False,99.95951,0.27120,0.39564,-1.53362,11.80214,200.01733,Slängpolskorgris,-90.22346,-0.72235,1,-100.57837,449.50834,CLAN_00988,0.22583
Giant,False,100.51576,-0.58932,-2.97642,1.19981,10.70103,200.56681,Polkagris,-90.12070,-0.69432,1,-99.21002,452.97380,CLAN_07885,-2.72300
Student,True,98.74673,-0.37871,-0.27530,1.50827,10.84973,198.79208,Hambogris,-89.19219,-0.68792,0,-100.22267,443.62231,CLAN_06268,-0.46298
Vampire,False,100.58311,-1.31793,0.40148,-2.57700,,200.66015,Polkagris,-89.78664,-0.67149,1,-99.18925,453.32093,CLAN_08759,-2.03615
Giant,False,99.00647,0.00794,1.58973,-0.37200,11.59623,199.06391,Slängpolskorgris,-89.56699,-0.69251,1,-98.98526,445.53972,CLAN_05742,0.35540
Giant,False,100.41504,0.18774,2.04956,-1.50689,10.82577,200.47943,Polkagris,-91.49355,-0.67936,0,-95.87119,454.13962,CLAN_02064,1.27322
Student,True,101.09047,0.50564,-0.50403,2.67945,10.66632,201.12953,Schottisgris,-94.34415,-0.69648,0,-99.55858,455.67307,CLAN_03876,0.88003
Student,False,100.95050,-0.02380,-0.38069,2.06135,7.52777,201.01410,Polkagris,-92.06791,-0.70894,1,-105.37975,452.06263,CLAN_04716,-0.61398
Student,False,100.99501,0.38217,0.55555,1.16235,9.98006,201.03473,Schottisgris,-92.87478,-0.68949,0,-101.08084,454.43463,CLAN_10204,-0.18905
Student,True,99.66787,-0.52611,0.59226,2.85499,10.03668,199.72991,Slängpolskorgris,-90.43506,-0.67123,0,-100.48429,448.09719,CLAN_03880,-0.94490
Giant,True,100.80840,-1.07096,0.49398,-3.10214,10.13193,200.87810,Polkagris,-91.13274,-0.67013,1,-98.96365,454.56019,CLAN_10131,0.88095
Student,True,100.50245,1.33756,-1.03997,4.24784,12.36484,200.56891,Polkagris,-91.31180,-0.67525,0,-100.37856,452.32299,CLAN_07931,-1.31710
Vampire,False,98.95585,-0.55796,-0.13463,-0.83306,,199.02617,Hambogris,-88.80555,-0.66172,0,-92.54320,448.50763,CLAN_00407,-1.24697
Giant,False,99.98745,0.91195,0.27242,-1.15278,11.05370,200.02994,Slängpolskorgris,-89.76320,-0.69016,0,-97.46626,451.20414,CLAN_04730,0.29114
Student,False,100.91462,0.45594,-2.02559,2.17817,10.01855,200.96512,Polkagris,-90.09709,-0.73904,0,-103.17811,452.98402,CLAN_09635,0.55273
Giant,False,99.21245,0.11613,2.79094,1.21635,12.50513,199.28718,Slängpolskorgris,-90.17642,-0.64899,1,-98.02509,447.04971,CLAN_08422,2.29472
Giant,False,100.12321,-0.94667,-0.36280,0.73721,13.48533,200.16597,Polkagris,-90.51629,-0.69278,1,-96.08060,452.57574,CLAN_07281,0.70518
Giant,True,99.88562,-0.70114,-3.24253,3.05460,9.12098,199.95374,Slängpolskorgris,-92.29823,-0.67815,0,-100.30744,449.27438,CLAN_00856,-2.55651
Student,False,99.94258,-0.30061,0.56320,2.09160,10.28180,199.99378,Slängpolskorgris,-89.62649,-0.70438,0,-104.07355,447.67613,CLAN_02220,-0.43592
Student,False,99.62953,-0.19488,-1.04485,0.18929,10.97898,199.68852,Slängpolskorgris,-91.20242,-0.71281,0,-98.63595,448.82969,CLAN_05192,0.33276
Student,False,98.56270,-0.23893,1.68087,2.22219,10.60918,198.60987,Hambogris,-90.81822,-0.69464,0,-101.98567,441.82064,CLAN_01970,0.16593
Student,False,100.06031,-1.34973,1.27013,3.61755,12.85286,200.12279,Polkagris,-91.49809,-0.69606,1,-101.76667,449.41822,CLAN_02492,0.01575
Student,False,99.93337,-0.75110,0.31284,1.34491,10.47833,199.99727,Slängpolskorgris,-88.42997,-0.69089,0,-100.91744,449.20812,CLAN_01608,-0.08622
Vampire,True,101.83838,0.42671,0.43366,-1.04408,,201.91655,Schottisgris,-90.16888,-0.70119,0,-98.38518,459.99929,CLAN_08940,-1.65672
Vampire,True,98.99151,0.13436,0.90945,-0.84037,9.91425,199.06860,Hambogris,-90.57692,-0.69080,1,-96.12899,446.89306,CLAN_10966,0.05323
Vampire,True,99.59893,-0.41596,-3.26138,-1.62654,,199.68661,Slängpolskorgris,-90.25874,-0.68895,0,-95.04861,450.47034,CLAN_00843,0.48489
Vampire,False,99.22945,0.03522,-0.50806,-1.08930,11.37209,199.30756,Slängpolskorgris,-89.74938,-0.67766,1,-93.68907,449.30271,CLAN_01121,2.52327
Giant,True,99.05416,-0.48376,-0.24376,0.01484,11.93462,199.11721,Slängpolskorgris,-90.39374,-0.66657,0,-104.06240,443.23962,CLAN_03041,0.57401
Vampire,False,100.18035,-0.73951,0.77829,-2.54005,,200.25752,Polkagris,-92.43494,-0.68371,1,-102.50169,449.65089,CLAN_00974,-0.88288
Giant,False,100.11068,0.04753,0.69676,-0.23637,15.04380,200.16325,Polkagris,-89.05104,-0.69390,0,-98.60582,451.25051,CLAN_08809,1.40755
Giant,True,98.56297,0.19204,-0.92080,-2.24028,11.67663,198.60442,Hambogris,-89.86414,-0.69238,1,-96.54575,444.54198,CLAN_00164,-0.76970
Vampire,True,100.81831,0.10900,0.94916,-2.20317,,200.89502,Polkagris,-93.03182,-0.68803,0,-97.07522,455.55395,CLAN_02818,0.67785
Vampire,False,99.01983,-1.32861,0.63356,-2.81586,,199.09390,Slängpolskorgris,-91.46462,-0.68838,0,-94.97355,447.61237,CLAN_07782,-1.24616
Giant,False,100.31268,-0.21004,-0.51794,-0.82946,9.95713,200.39832,Polkagris,-91.24215,-0.64068,1,-106.71176,448.20749,CLAN_09247,-0.74115
Student,True,100.41582,-0.91749,0.01541,2.98258,12.70626,200.47532,Polkagris,-90.74078,-0.67962,1,-100.43561,451.86128,CLAN_05635,-0.46958
Student,True,100.62752,0.00896,0.62690,1.54950,7.77117,200.67655,Polkagris,-89.11978,-0.66931,0,-104.14051,451.06737,CLAN_02816,-0.72864
Vampire,False,98.67192,-0.21119,1.54627,-3.30991,,198.74640,Hambogris,-87.76568,-0.67248,0,-101.11644,442.80139,CLAN_03869,1.13147
Vampire,True,98.20143,0.49561,-2.45982,-2.44233,13.07189,198.27249,Hambogris,-90.15890,-0.67493,1,-102.21064,439.90183,CLAN_08707,-0.60161
Giant,True,98.79917,0.80230,-2.87927,1.81831,9.78924,198.84808,Hambogris,-88.68955,-0.69258,1,-97.61688,445.18741,CLAN_03316,-2.78666
Vampire,True,100.20831,-0.81452,-0.32367,-3.06741,,200.28725,Polkagris,-90.05507,-0.68669,1,-106.36305,447.86002,CLAN_05995,1.74634
Giant,True,100.19402,-0.18412,-1.29424,-0.99116,14.09838,200.25008,Polkagris,-89.89970,-0.67492,1,-96.78572,452.57725,CLAN_05538,0.30549
Student,True,99.74801,0.53971,0.10441,3.95340,11.59719,199.79845,Slängpolskorgris,-88.32673,-0.68975,1,-101.16517,448.15746,CLAN_02837,-0.88347
Student,False,101.08738,0.54246,0.95215,1.36293,11.51381,201.13178,Schottisgris,-92.48011,-0.72835,0,-105.99295,452.44041,CLAN_02536,1.11513
Student,True,101.67919,-0.54692,0.12770,3.12876,9.02928,201.73989,Schottisgris,-93.85634,-0.69075,1,-102.10702,457.34243,CLAN_09580,0.34715
Student,False,97.77070,0.19128,0.48892,2.10623,9.56995,197.83134,Hambogris,-88.72780,-0.70687,1,-99.89486,438.90605,CLAN_01747,-0.39609
Vampire,False,100.23924,0.95797,-0.86999,-4.01812,,200.31949,Polkagris,-92.41749,-0.67605,0,-96.57701,452.90767,CLAN_02842,0.64238
Student,True,100.03265,0.72508,-0.06318,-2.93370,10.16523,200.08780,Polkagris,-90.56341,-0.73028,0,-99.98829,450.16911,CLAN_06776,0.65907
Vampire,True,99.89254,-0.56101,-0.08159,-2.71076,11.33997,199.97493,Slängpolskorgris,-91.09819,-0.68650,0,-97.24805,450.83869,CLAN_02091,2.28896
Vampire,False,98.89057,-0.50566,-0.01589,-1.61481,,198.97534,Hambogris,-94.32324,-0.68404,0,-94.87314,447.01628,CLAN_05024,-3.04589
Vampire,True,99.40705,0.08099,-1.95583,-3.01808,,199.47398,Slängpolskorgris,-91.81421,-0.66723,1,-97.32862,448.37095,CLAN_04465,-0.36803
Student,False,99.79579,-0.52764,0.08559,4.70915,10.08736,199.83944,Slängpolskorgris,-90.36703,-0.71495,0,-97.13636,450.41079,CLAN_04577,-0.26190
Giant,False,100.25170,1.07616,-1.67026,-1.26650,11.30560,200.31902,Polkagris,-90.92092,-0.66134,0,-102.82039,449.84829,CLAN_08472,-1.27864
Student,True,100.13596,-0.25405,-0.55404,-0.16977,10.79965,200.20922,Polkagris,-91.73837,-0.70368,1,-103.85619,448.75172,CLAN_05878,-0.28540
Giant,False,98.51650,0.19486,-0.50924,-1.49094,11.51616,198.55809,Hambogris,-91.74217,-0.69496,1,-99.13673,443.01414,CLAN_01501,-2.61577
Student,False,100.91625,0.49541,-0.92744,2.91645,12.47766,200.96800,Polkagris,-92.30218,-0.69463,0,-104.87723,452.14262,CLAN_00267,-1.06306
Giant,False,100.49493,-0.08463,-0.63653,1.37828,9.53826,200.55539,Polkagris,-89.24187,-0.66739,1,-98.84937,453.04998,CLAN_10343,-0.72852
Student,False,98.73248,-0.51111,-0.81670,3.45812,12.75321,198.76885,Hambogris,-90.45984,-0.67367,0,-100.48418,443.42033,CLAN_06184,0.80805
Vampire,False,101.26326,-0.52985,5.02041,-3.77443,,201.34624,Schottisgris,-92.24834,-0.68705,1,-99.87995,456.37633,CLAN_05136,-2.58186
Giant,True,100.55634,0.39815,-1.39689,-1.02435,14.21780,200.61612,Polkagris,-91.99147,-0.68459,0,-103.43297,451.06521,CLAN_01062,0.15629
Student,False,100.61268,0.22644,0.37456,0.23560,11.26032,200.64660,Polkagris,-92.44659,-0.68668,0,-105.59875,450.26403,CLAN_08567,0.19846
Vampire,False,100.59563,-1.48488,0.10307,-1.97864,,200.66784,Polkagris,-90.15544,-0.68124,1,-100.28386,452.83623,CLAN_00305,0.01030
Giant,True,98.52499,-0.43542,1.01989,-0.99590,9.52954,198.61416,Hambogris,-90.04516,-0.63833,0,-98.45986,443.39502,CLAN_09984,1.20276
Student,False,97.86936,-0.22189,-0.18874,1.87047,10.19372,197.92998,Hambogris,-88.14670,-0.68093,0,-100.09450,439.29956,CLAN_10268,1.09089
Vampire,False,99.63308,-0.56284,-0.52022,-1.72631,,199.70544,Slängpolskorgris,-88.33346,-0.64948,0,-100.21823,448.05630,CLAN_05397,-1.64797
Vampire,False,99.69743,0.89326,1.81311,-1.95737,9.68014,199.77919,Slängpolskorgris,-90.88089,-0.69771,1,-101.69819,447.63808,CLAN_10411,-0.96934
Vampire,False,99.99722,0.26388,-0.01397,-1.60093,,200.06987,Polkagris,-91.76242,-0.68400,0,-95.84032,452.06594,CLAN_07316,-2.58524
Vampire,True,99.44667,0.23318,-2.09463,-0.82724,,199.52102,Slängpolskorgris,-90.57507,-0.65485,1,-101.78704,446.33985,CLAN_09842,-0.11489
Vampire,True,99.38359,0.88845,2.25858,-1.30142,,199.45404,Slängpolskorgris,-90.44582,-0.68081,1,-98.82507,447.50542,CLAN_01046,-2.66028
Vampire,True,100.05315,-0.51370,0.27859,0.14825,9.97664,200.13118,Polkagris,-90.28120,-0.67098,1,-105.06187,447.73483,CLAN_07862,-1.12947
Giant,False,100.86032,-0.32325,-0.23785,1.18252,9.93456,200.94057,Polkagris,-91.09028,-0.66776,1,-96.43967,456.08177,CLAN_05767,0.35868
Student,False,99.57322,0.41182,1.42364,0.54285,9.88554,199.63355,Slängpolskorgris,-89.77122,-0.71177,1,-105.98420,444.87400,CLAN_07956,-0.04649
Student,True,99.57441,0.11069,-0.39807,1.89781,13.23100,199.63250,Slängpolskorgris,-91.34617,-0.70892,1,-97.36514,449.18946,CLAN_09448,0.27224
Vampire,False,101.05937,0.52300,-2.70977,-1.60670,,201.13297,Schottisgris,-91.71045,-0.66924,0,-101.15259,454.72056,CLAN_05267,1.17952
Student,True,99.86143,-0.74506,0.32757,3.73582,10.63963,199.92488,Slängpolskorgris,-89.31237,-0.66153,0,-107.14922,445.73255,CLAN_09245,-0.66542
Student,True,98.33902,-0.01049,-1.13630,2.00014,11.82790,198.38736,Hambogris,-90.53939,-0.71204,0,-98.53716,442.42652,CLAN_00691,-0.42463
Vampire,False,102.42368,1.29916,-0.29690,-1.16917,,202.50125,Polskorgris,-93.17068,-0.66471,0,-100.01334,462.11172,CLAN_06416,-0.64873
Student,False,100.26848,-0.12171,-0.27630,1.17595,11.50467,200.33735,Polkagris,-89.68553,-0.68466,1,-102.30495,450.18991,CLAN_06261,0.33160
Giant,True,100.76082,1.49223,0.14107,-2.60082,11.44322,200.81962,Polkagris,-91.87267,-0.68349,0,-107.37672,450.11575,CLAN_00317,0.17566
Vampire,True,99.23207,0.17833,-1.57794,0.27440,,199.30024,Slängpolskorgris,-91.84147,-0.65799,1,-101.99846,445.16110,CLAN_04240,-0.75408
Vampire,False,99.03578,0.99358,-0.19202,-2.76539,10.44584,199.10880,Slängpolskorgris,-89.47457,-0.66751,1,-105.46502,442.44637,CLAN_09929,-0.77624
Vampire,True,101.19627,0.64664,1.86627,-1.47232,14.07516,201.27422,Schottisgris,-89.89495,-0.67798,0,-99.16719,456.39778,CLAN_04449,-0.90273
Vampire,False,99.45743,-0.69077,1.66551,-3.56196,10.67707,199.52763,Slängpolskorgris,-89.24903,-0.67495,0,-95.38122,449.59655,CLAN_01347,-0.05411
Vampire,True,100.70778,-0.01591,1.79825,-0.69362,,200.78410,Polkagris,-90.28033,-0.67678,1,-102.64355,452.21712,CLAN_07024,-0.64830
Vampire,True,98.79946,-0.63141,-1.80860,-1.82312,10.83759,198.87610,Hambogris,-89.57316,-0.69295,0,-93.27769,447.35848,CLAN_01031,0.24088
Vampire,False,99.71716,0.44328,-2.19573,-2.24598,8.88825,199.79288,Slängpolskorgris,-91.48798,-0.67621,1,-96.37428,450.39866,CLAN_02783,-0.03249
Giant,False,99.81941,0.21361,-1.18834,0.00631,12.67268,199.89522,Slängpolskorgris,-92.78901,-0.64546,1,-96.40768,450.89319,CLAN_08582,-2.33560
Student,False,99.25906,0.05015,-0.07306,0.68900,10.09887,199.33236,Slängpolskorgris,-90.28090,-0.69773,1,-99.61469,446.48793,CLAN_04899,0.46494
Vampire,False,97.86170,-0.24808,-1.32835,-3.45562,,197.93753,Hambogris,-89.12660,-0.69327,0,-92.82528,442.89587,CLAN_04895,3.02432
Student,False,100.82527,-0.20386,0.96505,-2.29478,12.33194,200.88863,Polkagris,-90.43940,-0.67525,1,-94.94254,456.65510,CLAN_07610,-0.43653
Vampire,True,99.47559,0.24589,0.38861,-0.10808,10.38840,199.55340,Slängpolskorgris,-89.25411,-0.66507,1,-98.57220,448.09187,CLAN_04281,0.44053
Student,False,100.27626,-0.26062,0.65836,-0.63397,10.87821,200.32600,Polkagris,-92.12186,-0.70231,1,-94.37485,454.19389,CLAN_06369,-1.66266
Student,True,101.30272,0.00221,0.24287,0.14490,11.00595,201.37087,Schottisgris,-95.87031,-0.71733,1,-104.78418,454.12153,CLAN_03685,-0.37855
Giant,True,100.26374,0.13240,1.33790,-1.60977,13.34217,200.32784,Polkagris,-93.37463,-0.68212,0,-98.04298,452.29723,CLAN_01398,2.89052
Vampire,True,99.21582,0.56994,-0.89412,-1.35639,,199.29389,Slängpolskorgris,-89.47034,-0.69583,1,-96.31205,447.92307,CLAN_03161,1.17508
Vampire,False,99.27494,-1.03115,-0.04916,-2.29410,12.35037,199.34914,Slängpolskorgris,-88.07094,-0.66360,0,-97.89801,447.42569,CLAN_02398,-2.20144
Vampire,False,99.31678,-0.68823,-0.88948,-3.26885,,199.39258,Slängpolskorgris,-89.79121,-0.70162,0,-101.16526,446.00128,CLAN_01153,1.27214
Vampire,True,98.86212,-0.50195,-1.20092,-1.11283,,198.93698,Hambogris,-88.57672,-0.66188,0,-98.76530,444.92796,CLAN_06103,-3.20323
Vampire,True,99.57695,0.45796,2.63411,-4.80751,,199.64866,Slängpolskorgris,-90.73865,-0.66380,1,-100.76273,447.50338,CLAN_09091,-0.11558
Student,True,100.91428,-0.82675,1.08792,4.42755,11.32516,200.97645,Polkagris,-92.48229,-0.70988,1,-98.36707,455.38788,CLAN_04111,0.79801
Vampire,False,98.95788,0.19890,-0.23179,-3.55248,,199.03392,Hambogris,-87.85192,-0.68262,1,-100.28466,444.64707,CLAN_05611,2.94319
Student,True,99.60041,0.67089,0.16777,3.23245,11.58666,199.66267,Slängpolskorgris,-92.13056,-0.72299,1,-106.57007,444.71700,CLAN_02994,1.08939
Giant,True,99.48546,-0.55830,3.50319,-1.15316,11.00770,199.54236,Slängpolskorgris,-90.10960,-0.69852,0,-98.59141,448.13161,CLAN_06418,2.88574
Vampire,False,100.53489,0.29657,-1.85197,-3.94832,,200.61359,Polkagris,-91.71811,-0.68446,0,-101.54122,451.90382,CLAN_03054,3.61281
Student,False,100.18539,-0.54025,0.53900,3.78280,9.70436,200.25565,Polkagris,-90.85536,-0.70006,1,-99.57453,451.13967,CLAN_02422,0.20428
Vampire,True,100.32033,0.04947,-0.50408,-2.25675,,200.39725,Polkagris,-89.82328,-0.69198,0,-103.18023,450.01156,CLAN_08438,1.50034
