symmetry_flag,height_index,agility_score,coordination_Y,diet_signal_2,diet_signal_1,limb_ratio_B,dance_style,metabolic_balance,limb_ratio_A,behavioral_switch,bone_density,power_index,ancestral_code,coordination_X
False,100.77439,-1.23191,0.23133,1.70977,10.13019,200.83375,Polkagris,-90.12497,-0.68832,1,-97.99474,454.87459,CLAN_05683,0.35563
False,100.44874,-0.77018,1.58683,-0.97579,10.97936,200.52380,Polkagris,-91.62618,-0.66149,1,-97.42670,453.53033,CLAN_10276,2.69802
True,98.40973,-0.42527,-0.23650,-0.54218,,198.48158,Hambogris,-87.31509,-0.66601,0,-98.54171,442.77781,CLAN_00956,0.85666
False,98.23589,0.63793,-0.82308,-3.99948,12.18324,198.30284,Hambogris,-89.76338,-0.66601,1,-98.47812,441.94037,CLAN_04245,1.69672
True,100.96584,-0.66234,0.28608,-0.94862,,201.03451,Polkagris,-92.20233,-0.67737,1,-100.45603,454.60119,CLAN_02436,0.50665
True,100.05594,0.22339,0.44568,0.05924,10.51083,200.10762,Polkagris,-89.28363,-0.69661,0,-103.03930,448.76007,CLAN_08540,-0.20868
False,99.55558,1.61270,0.81662,-0.65193,,199.63061,Slängpolskorgris,-89.66069,-0.67359,1,-102.44212,446.55686,CLAN_05050,-2.09158
True,99.66202,0.19605,1.44006,-0.24870,10.97743,199.73424,Slängpolskorgris,-87.20760,-0.69082,1,-99.28757,448.66633,CLAN_08186,-2.25410
False,99.38704,0.55162,1.85723,-0.41127,13.31083,199.43697,Slängpolskorgris,-90.06987,-0.68372,1,-96.02743,448.92150,CLAN_07294,-0.25692
True,101.45695,0.70160,-0.05737,-2.22071,11.15388,201.53753,Schottisgris,-90.98456,-0.66500,0,-103.57203,455.49871,CLAN_07132,1.35436
True,100.57645,-0.79791,0.07065,0.97516,,200.65864,Polkagris,-89.11873,-0.68428,1,-103.11503,451.32476,CLAN_04110,-0.16711
False,100.17944,0.30578,1.13950,-2.37161,11.32025,200.24125,Polkagris,-88.41109,-0.68341,0,-97.72185,452.03628,CLAN_02773,-1.27147
True,101.17190,0.74276,-0.22260,1.03472,11.23114,201.23353,Schottisgris,-92.45392,-0.67767,0,-100.09073,455.81412,CLAN_07355,-0.24172
True,99.78124,0.87724,-0.72773,-2.77257,11.10253,199.85053,Slängpolskorgris,-90.06190,-0.69899,1,-94.42540,451.69350,CLAN_00783,-1.35384
False,100.97548,0.20383,0.67572,2.60591,8.74052,201.02235,Polkagris,-91.90078,-0.71713,0,-103.22491,453.26494,CLAN_08061,0.76257
True,100.24886,0.52761,1.67927,-1.68063,,200.31615,Polkagris,-91.19123,-0.66701,0,-103.55376,449.46740,CLAN_10467,0.26510
True,99.71004,-1.13339,0.84218,-4.39078,11.95896,199.77729,Slängpolskorgris,-90.47916,-0.66414,0,-95.60306,450.74869,CLAN_03132,-0.33143
False,100.45773,0.34298,-0.90818,0.08288,10.91755,200.54039,Polkagris,-89.76943,-0.63587,0,-96.98890,453.79422,CLAN_07061,0.45081
True,98.55961,0.25555,-0.10875,2.49054,8.42410,198.61115,Hambogris,-88.90495,-0.65457,1,-91.22189,447.18711,CLAN_02617,1.08793
True,100.18266,0.80803,-0.72647,2.79793,12.48837,200.22348,Polkagris,-91.58300,-0.68386,0,-104.87165,448.47747,CLAN_00875,1.10681
False,100.62902,-0.30001,1.54672,-1.50316,,200.71533,Polkagris,-91.91913,-0.68453,1,-99.55287,453.36867,CLAN_02609,-1.68841
False,99.48248,0.11970,0.50349,-4.44232,,199.56364,Slängpolskorgris,-89.72475,-0.67244,1,-102.04300,446.39090,CLAN_08685,0.10761
True,99.91574,-0.07655,-1.87228,-1.96278,,199.99356,Slängpolskorgris,-89.70343,-0.66544,0,-99.46191,449.84772,CLAN_05076,3.33591
False,99.74028,-1.26763,2.68649,-3.24841,10.35247,199.81103,Slängpolskorgris,-89.75327,-0.65377,0,-103.14621,447.12831,CLAN_06995,-1.55106
True,99.14759,-1.24146,-0.52460,2.51427,8.68499,199.19414,Slängpolskorgris,-87.40362,-0.67689,0,-100.93300,445.27144,CLAN_05171,0.82463
False,98.63072,-0.23502,0.56189,-1.12437,12.71771,198.70174,Hambogris,-89.63177,-0.66579,0,-107.57641,439.36542,CLAN_02705,-1.44904
False,99.31574,1.07669,-1.52243,3.43281,11.25813,199.35980,Slängpolskorgris,-88.96257,-0.68313,1,-100.15268,446.50235,CLAN_00458,-0.47588
True,99.26486,-0.63787,1.09215,-2.82846,10.26867,199.35131,Slängpolskorgris,-87.35643,-0.68805,0,-97.09302,447.77777,CLAN_04271,-0.30264
False,100.83157,1.40155,-1.49373,2.57230,10.58883,200.89560,Polkagris,-93.06917,-0.70689,0,-100.33442,453.99066,CLAN_04188,-0.16781
True,100.68286,-0.51058,-0.10180,-3.64046,11.87857,200.75515,Polkagris,-92.79856,-0.65095,1,-101.15288,452.83786,CLAN_06496,0.70300
True,100.27505,-1.55358,0.74817,-0.58366,9.50255,200.35582,Polkagris,-91.58888,-0.67445,1,-101.23683,450.75685,CLAN_10093,-0.78656
False,100.30340,0.21507,-0.84117,-0.81707,,200.37396,Polkagris,-90.02673,-0.68283,0,-105.96969,448.53214,CLAN_03220,-1.22812
True,99.56817,-0.79795,2.90318,-3.59479,11.00662,199.64058,Slängpolskorgris,-90.76730,-0.65019,0,-96.30826,449.68671,CLAN_07200,1.67696
False,100.08559,0.82366,0.61766,0.32140,12.44723,200.15692,Polkagris,-89.59131,-0.68060,0,-102.45845,449.19872,CLAN_06347,0.23677
True,100.14928,-0.53077,0.07404,3.84500,12.02914,200.20354,Polkagris,-92.40142,-0.71891,1,-104.82535,448.33372,CLAN_06687,-0.58137
True,99.79441,0.37365,0.03776,-3.36286,11.72819,199.85958,Slängpolskorgris,-90.82399,-0.66593,1,-97.60504,450.16953,CLAN_09192,0.20054
True,99.84428,0.68323,-0.02849,2.76196,6.98284,199.91127,Slängpolskorgris,-91.91256,-0.65665,1,-99.78572,449.32852,CLAN_09428,-0.00012
True,99.81425,0.70049,0.03642,-1.47650,9.39900,199.89679,Slängpolskorgris,-90.25437,-0.67995,1,-98.28931,449.92661,CLAN_03221,-1.94814
False,100.90774,-0.56908,0.66451,0.64935,12.16491,200.96843,Polkagris,-92.36933,-0.70732,1,-98.11571,455.48087,CLAN_07001,0.20411
False,98.82379,0.15962,-2.55841,-1.54188,,198.89629,Hambogris,-91.42125,-0.65380,1,-100.18709,444.02543,CLAN_00597,0.92564
True,101.13677,-0.33646,0.30715,1.25284,11.53317,201.19806,Schottisgris,-91.10854,-0.66156,1,-103.81351,453.77712,CLAN_06129,1.13465
True,101.87007,0.29245,0.71054,1.43351,10.41322,201.91096,Schottisgris,-93.32224,-0.70390,0,-99.01283,459.84395,CLAN_06298,-0.24288
False,100.42327,0.92259,1.04067,1.13521,10.79162,200.46933,Polkagris,-91.26252,-0.69985,0,-100.41503,451.90884,CLAN_00038,-1.15681
True,98.99428,-0.48461,0.44360,0.99661,8.76672,199.04666,Hambogris,-87.36169,-0.67768,0,-101.48464,444.22909,CLAN_10193,-0.46109
False,101.09623,0.53536,-1.28023,-3.68202,,201.17216,Schottisgris,-91.12162,-0.65245,0,-96.11519,457.42354,CLAN_10835,2.11493
False,99.31811,-0.07017,0.30150,0.53274,,199.39614,Slängpolskorgris,-88.61134,-0.69814,0,-91.80573,450.68767,CLAN_06902,1.05413
False,100.19397,1.37542,1.76665,-1.66876,12.10290,200.26506,Polkagris,-93.09362,-0.68256,0,-100.16143,450.88913,CLAN_08835,-0.09765
False,100.41439,-0.42103,0.12401,2.79873,9.33505,200.46882,Polkagris,-90.69263,-0.69325,1,-100.27753,451.93319,CLAN_06956,0.22614
True,98.67089,0.03954,1.19909,1.60377,9.18791,198.75209,Hambogris,-89.73811,-0.68715,1,-98.66660,444.02116,CLAN_07825,-0.28584
True,100.31399,-0.03016,-1.41842,-0.42104,13.90731,200.38235,Polkagris,-93.32180,-0.68496,1,-99.86510,451.63742,CLAN_01502,0.09718
False,98.93154,-0.14977,-0.33610,-1.37535,10.56251,198.96799,Hambogris,-88.47226,-0.68890,0,-96.15136,446.58202,CLAN_10060,-0.01767
False,100.57647,1.26050,-0.64929,-0.23398,11.99895,200.64154,Polkagris,-93.36295,-0.69879,0,-102.05424,451.85525,CLAN_01066,0.95238
False,100.66615,-0.07199,0.96821,-2.29324,10.58234,200.71084,Polkagris,-92.06213,-0.70207,1,-100.30850,453.17649,CLAN_04674,0.16661
False,100.47973,0.69480,0.49641,3.05501,10.34492,200.52341,Polkagris,-89.82703,-0.68816,0,-98.55538,453.12095,CLAN_10686,0.45511
True,100.20506,-0.28460,0.17020,1.27559,8.69202,200.26337,Polkagris,-91.00463,-0.71600,1,-98.16903,451.94077,CLAN_03524,0.64091
True,100.74473,-0.71086,-0.57929,3.33726,12.06339,200.77703,Polkagris,-91.82477,-0.68926,1,-103.80229,451.82249,CLAN_02178,-0.24510
False,99.84290,0.48295,0.09024,-3.16992,10.01696,199.92312,Slängpolskorgris,-92.20276,-0.68771,1,-101.62819,448.40041,CLAN_08615,-0.00365
False,100.33637,-0.51320,-1.30852,-3.56115,11.64770,200.41101,Polkagris,-93.08316,-0.68484,1,-101.24397,451.05988,CLAN_04566,1.19058
False,99.83715,-0.78007,0.60836,-0.37231,13.05810,199.90207,Slängpolskorgris,-92.55292,-0.68643,0,-102.00902,448.18124,CLAN_08988,1.36657
True,99.82898,-0.62030,-1.66358,0.01287,9.95387,199.87513,Slängpolskorgris,-91.10974,-0.71011,0,-97.61134,450.33921,CLAN_10930,0.49118
False,100.63391,-0.40239,-0.52566,-0.24796,9.79262,200.68363,Polkagris,-92.58792,-0.71215,1,-104.56425,450.88744,CLAN_09992,-1.11477
True,100.10046,0.52605,-0.15662,-0.57556,10.21963,200.16284,Polkagris,-90.96050,-0.66934,0,-99.89874,450.55293,CLAN_00515,-0.83633
False,98.39275,-0.53910,-0.41646,-1.13788,12.01297,198.44427,Hambogris,-89.10709,-0.68458,0,-96.11226,443.90763,CLAN_02747,-0.53489
False,100.11049,0.27693,-2.26326,-1.88489,11.22575,200.18765,Polkagris,-91.37614,-0.70423,0,-95.16377,452.97054,CLAN_06751,2.14637
False,98.10833,0.90628,0.93630,-2.75312,12.72790,198.18067,Hambogris,-91.31560,-0.67925,1,-94.77466,443.15430,CLAN_08004,-0.09809
False,98.94635,-0.33431,1.35897,0.05070,13.55704,199.00277,Hambogris,-86.66155,-0.69022,0,-99.58356,444.93995,CLAN_00608,0.28783
False,99.73669,-0.59352,-0.95500,0.26195,12.42440,199.78662,Slängpolskorgris,-90.44267,-0.70231,0,-103.70478,446.83108,CLAN_03691,-0.08714
True,100.71032,-0.85737,-1.74043,-0.56622,13.02706,200.76998,Polkagris,-91.36021,-0.68125,1,-100.54368,453.27975,CLAN_06897,2.06324
True,100.33603,-0.26000,1.44137,1.68207,12.42417,200.36593,Polkagris,-91.02341,-0.68183,1,-100.56085,451.39975,CLAN_01080,0.17827
True,98.72145,-0.93814,0.08160,2.43587,9.38472,198.77570,Hambogris,-89.04381,-0.73581,0,-96.25168,445.48141,CLAN_01886,-0.49433
True,100.13199,-0.60512,-1.12520,-0.12504,9.74329,200.18422,Polkagris,-92.51309,-0.72863,1,-98.28633,451.51680,CLAN_03083,-0.00843
False,99.66189,-0.20335,-0.59194,1.99589,9.22300,199.72718,Slängpolskorgris,-89.06992,-0.68332,0,-100.26517,448.17688,CLAN_04557,1.52921
False,100.10922,0.50122,-0.78583,1.43387,10.98277,200.17530,Polkagris,-90.38230,-0.70190,0,-99.05082,451.02068,CLAN_05241,0.38991
False,100.76228,0.74184,-0.80913,0.10296,11.85546,200.81270,Polkagris,-92.40402,-0.69957,0,-95.04086,456.29095,CLAN_08350,0.17386
False,99.45763,-0.69287,-0.64404,-1.84996,13.57143,199.52504,Slängpolskorgris,-88.10577,-0.66597,0,-99.24617,447.66508,CLAN_10985,-0.96013
True,100.55939,0.86438,-0.69839,0.66968,11.17831,200.61651,Polkagris,-91.94161,-0.72575,0,-97.30387,454.14500,CLAN_04445,0.68975
True,100.08935,-0.02985,0.43133,2.60901,10.28491,200.13609,Polkagris,-92.35225,-0.66343,1,-97.07141,451.91105,CLAN_05690,-0.39989
True,101.23131,-0.13755,-1.50360,-3.52424,11.80474,201.31722,Schottisgris,-91.85396,-0.64256,1,-99.23978,456.53668,CLAN_09571,-3.68928
True,99.83835,-1.64707,-0.16734,-0.81226,15.12118,199.90881,Slängpolskorgris,-92.37431,-0.67951,0,-102.21026,448.08662,CLAN_00262,0.32000
True,100.93458,0.32734,-0.09856,4.11826,13.04847,200.98218,Polkagris,-92.17570,-0.68470,0,-100.98648,454.17967,CLAN_05103,0.52577
False,99.34452,-0.30384,-1.59858,-2.33124,,199.41809,Slängpolskorgris,-87.91735,-0.67679,0,-101.43645,446.00440,CLAN_03256,3.34374
True,100.35617,0.24045,-1.66017,1.40803,8.43950,200.41857,Polkagris,-90.90423,-0.68161,0,-99.18859,452.18654,CLAN_06939,-1.28397
True,98.86707,-0.87384,-0.82163,-1.57753,,198.94323,Hambogris,-90.38068,-0.68341,0,-102.24535,443.21269,CLAN_08587,0.34470
False,101.51097,-0.17395,-0.24426,-1.54669,,201.57895,Schottisgris,-90.39045,-0.65890,1,-100.91268,457.09850,CLAN_08931,1.21132
True,101.08281,0.47330,-2.72957,-1.53336,,201.15611,Schottisgris,-92.93602,-0.64947,0,-103.24932,453.78939,CLAN_05672,2.68779
True,100.38308,-1.49478,-0.41075,-1.16767,,200.45721,Polkagris,-92.00713,-0.66803,1,-97.13491,453.34795,CLAN_03847,0.20052
True,99.01136,-1.59460,0.17463,0.62933,11.71021,199.07670,Slängpolskorgris,-91.26370,-0.69030,0,-96.81459,446.64949,CLAN_01919,-0.55998
False,101.89844,1.93768,0.83466,-6.35644,,201.97168,Schottisgris,-93.36733,-0.69047,0,-100.70901,459.13769,CLAN_09973,-1.63799
True,98.79029,-1.11867,-0.15926,2.55291,11.08592,198.84763,Hambogris,-87.76561,-0.72480,0,-98.79153,444.55566,CLAN_09033,0.55925
True,100.89827,0.31080,-1.00601,-1.74031,11.10651,200.97737,Polkagris,-93.61844,-0.69875,0,-105.09475,451.94400,CLAN_04736,-1.28421
True,99.44085,-1.24902,0.22431,5.10586,12.57316,199.49343,Slängpolskorgris,-91.65725,-0.70360,0,-99.04079,447.68387,CLAN_10195,-0.71629
False,100.06652,-1.67433,0.93050,1.37959,11.84113,200.12112,Polkagris,-90.46439,-0.69604,1,-105.87810,447.39355,CLAN_04615,1.67618
True,100.17691,0.31871,0.99776,2.28405,10.96399,200.22198,Polkagris,-89.41383,-0.66711,0,-97.87916,451.94496,CLAN_08356,-0.32914
True,98.69517,-0.65643,-1.58929,-0.59714,9.49958,198.74405,Hambogris,-89.27600,-0.68078,0,-100.37098,443.29037,CLAN_04597,-0.33567
True,98.67154,0.40703,0.86744,-0.08832,13.09724,198.70552,Hambogris,-91.88361,-0.68618,1,-104.97567,440.86988,CLAN_09518,-1.09595
False,101.55601,-0.03440,-3.21885,-1.69590,,201.63964,Schottisgris,-93.29246,-0.68893,1,-99.71114,457.92450,CLAN_02098,0.73077
True,99.22473,0.32438,1.24046,-1.10740,13.31983,199.30348,Slängpolskorgris,-88.82640,-0.65586,1,-99.83373,446.20678,CLAN_08343,1.46153
False,98.34554,-0.34942,-0.79450,-1.71040,8.82390,198.39925,Hambogris,-91.39373,-0.68544,0,-101.60631,440.92455,CLAN_07615,-0.46553
True,100.61717,1.15941,-0.10673,1.54722,9.06680,200.67299,Polkagris,-93.04550,-0.71900,0,-102.33752,451.91710,CLAN_04433,0.30686
False,100.10718,-0.08109,-1.06962,-3.99893,,200.19134,Polkagris,-94.04330,-0.67863,1,-105.13946,447.96618,CLAN_09178,0.31214
True,101.61012,0.56858,-0.38909,-3.28477,10.28276,201.67893,Schottisgris,-94.21094,-0.67712,0,-105.67491,455.21316,CLAN_10234,0.41494
True,99.42964,-1.12804,-1.37182,1.45015,,199.50245,Slängpolskorgris,-91.55863,-0.65652,0,-96.14934,449.07351,CLAN_03993,0.64274
False,99.60418,-0.90930,0.16691,1.15508,12.55482,199.65763,Slängpolskorgris,-89.05088,-0.68724,0,-99.31991,448.36096,CLAN_02834,-0.25349
True,100.64156,1.63721,0.10514,2.15390,11.64679,200.69918,Polkagris,-92.39069,-0.68195,0,-95.53818,455.43869,CLAN_07607,-0.43894
False,99.83322,-0.06992,-0.26640,-3.14958,,199.91072,Slängpolskorgris,-88.71478,-0.66130,0,-103.65677,447.33772,CLAN_02059,2.41937
True,99.29148,0.99250,2.58101,-0.63262,12.09900,199.36748,Slängpolskorgris,-89.24270,-0.70010,1,-99.65585,446.62947,CLAN_02215,-1.60998
True,98.72140,0.23522,-0.17476,1.23093,10.89767,198.75751,Hambogris,-88.56002,-0.69907,1,-98.52492,444.34452,CLAN_09349,-0.34500
True,97.57949,-1.34738,-0.09268,2.17028,14.70274,197.61746,Hambogris,-86.58348,-0.68582,0,-97.15286,439.32100,CLAN_09118,0.39011
True,100.22924,-0.32560,0.99419,-0.31435,14.60576,200.27479,Polkagris,-91.51468,-0.69437,1,-99.01639,451.63802,CLAN_01148,2.33685
True,101.18359,0.81715,-0.21422,-0.98562,10.97104,201.25717,Schottisgris,-88.31985,-0.67884,0,-103.41413,454.21088,CLAN_05053,2.10829
False,98.44289,0.94500,-0.70117,0.72444,10.85329,198.51268,Hambogris,-89.65236,-0.69008,1,-97.01956,443.70470,CLAN_09373,-0.76536
False,98.94946,-0.28894,0.76503,-3.92885,11.16873,199.03523,Hambogris,-88.88808,-0.69159,0,-99.72489,444.88485,CLAN_02465,1.13043
False,99.80119,0.95914,0.42737,-4.16849,,199.88359,Slängpolskorgris,-90.62345,-0.67552,1,-107.92566,445.04310,CLAN_05743,-1.07733
True,99.46752,-0.33494,0.56024,-0.31553,11.62010,199.51951,Slängpolskorgris,-90.17280,-0.73255,0,-101.22811,446.72356,CLAN_03984,-0.78657
False,97.83599,-0.15488,1.60049,2.34451,10.59747,197.88256,Hambogris,-88.93608,-0.68861,0,-94.06802,442.14593,CLAN_03832,-0.36307
False,100.04939,-0.40671,-0.26288,-0.92366,12.53811,200.12410,Polkagris,-88.59923,-0.67291,1,-99.95437,450.26978,CLAN_10152,0.95567
True,101.86989,0.08979,-0.99844,-1.34024,11.61696,201.94582,Schottisgris,-90.75689,-0.69034,0,-105.30676,456.69605,CLAN_01068,0.42304
False,100.55149,0.54915,-1.12051,-1.94344,11.27818,200.59326,Polkagris,-93.44279,-0.70766,0,-98.39886,453.55801,CLAN_10349,-0.14485
False,99.99243,0.09344,2.15320,-2.27063,11.26743,200.07617,Polkagris,-92.01620,-0.68385,0,-101.10446,449.40992,CLAN_05288,-0.51418
True,100.15085,0.09087,0.33727,1.53980,7.93982,200.23693,Polkagris,-92.09297,-0.65536,0,-94.96305,453.27270,CLAN_03789,1.63204
True,99.25928,-0.50636,0.19411,2.31538,11.15751,199.32288,Slängpolskorgris,-87.65779,-0.71017,0,-106.51547,443.03869,CLAN_00287,-0.98073
True,100.51780,-1.25563,-0.09849,-2.18877,13.38295,200.60685,Polkagris,-91.31738,-0.65658,1,-102.71544,451.23127,CLAN_07383,-0.45491
True,101.14292,-0.15866,3.17456,-0.99236,,201.21359,Schottisgris,-89.48011,-0.68501,1,-95.66667,457.88124,CLAN_07499,-2.29582
False,99.00395,0.04886,-0.07756,-1.37242,11.42542,199.09108,Slängpolskorgris,-89.27062,-0.64756,1,-93.88532,448.07710,CLAN_03358,0.73000
True,102.29851,-1.00649,-1.16158,-1.69439,,202.37441,Polskorgris,-93.25049,-0.68346,1,-98.77089,462.10709,CLAN_01677,1.95724
True,100.37744,-1.10132,0.34998,-3.83364,12.15237,200.41087,Polkagris,-92.85333,-0.68050,1,-105.89862,448.93789,CLAN_01146,-1.28765
False,99.75824,-0.49706,-2.57422,-3.30069,10.88770,199.82875,Slängpolskorgris,-92.08713,-0.67491,0,-99.12570,449.22836,CLAN_00739,1.52138
False,100.95985,-0.28790,-0.63653,2.26745,10.97085,201.00267,Polkagris,-92.38141,-0.72470,1,-102.08541,453.75654,CLAN_07573,0.40457
False,100.38689,-0.57689,-0.59001,1.98712,10.16745,200.43487,Polkagris,-91.86994,-0.66626,1,-98.45125,452.70882,CLAN_08227,-0.23738
True,100.46489,0.74799,1.51996,-2.22763,,200.54757,Polkagris,-90.25383,-0.69678,0,-104.35779,450.14556,CLAN_10382,0.04301
False,100.09484,0.82839,-1.07619,-1.68442,12.20912,200.16446,Polkagris,-89.16220,-0.66904,0,-97.96706,451.49065,CLAN_00659,-0.52958
False,100.70894,-0.88727,1.19198,-0.77511,,200.78813,Polkagris,-92.18765,-0.70075,1,-99.33785,453.87576,CLAN_00007,-0.54254
False,98.89419,0.29770,0.52976,0.80597,10.72541,198.95138,Hambogris,-90.96155,-0.69284,1,-103.57666,442.68261,CLAN_00602,-0.16406
True,101.68557,0.62868,0.18905,-3.27792,12.44460,201.74543,Schottisgris,-92.09360,-0.67623,0,-97.06197,459.89688,CLAN_04036,-0.71685
True,101.20445,-0.38292,-3.88764,0.80173,,201.27611,Schottisgris,-91.01723,-0.66965,1,-97.49470,457.27490,CLAN_03239,1.94780
True,100.79681,0.67315,1.52210,-0.10748,,200.86532,Polkagris,-90.72227,-0.65577,0,-98.85289,454.55758,CLAN_10354,-1.12988
False,101.20774,0.94514,1.07676,-2.15492,13.07408,201.27142,Schottisgris,-90.99167,-0.68715,0,-102.51966,454.77885,CLAN_07801,-0.57265
False,100.89361,0.26253,-0.04900,-1.83044,,200.96324,Polkagris,-92.77315,-0.67836,0,-97.75665,455.58973,CLAN_10747,0.60966
False,99.91892,0.35527,1.11385,-0.44746,12.32723,199.97655,Slängpolskorgris,-90.49079,-0.68646,1,-95.22854,451.98035,CLAN_10389,1.82848
True,101.51082,0.46835,2.86927,1.53643,13.29933,201.57033,Schottisgris,-93.30541,-0.67399,0,-99.69319,457.70753,CLAN_06872,2.41366
False,100.36334,0.71062,-1.29187,-0.89912,,200.43172,Polkagris,-92.05736,-0.65415,0,-104.76134,449.43600,CLAN_06759,1.68606
False,99.87460,0.53329,-1.23365,1.21449,10.69649,199.93711,Slängpolskorgris,-88.60384,-0.70391,1,-100.45841,449.14380,CLAN_04911,0.33114
False,100.92736,0.66263,-0.29505,-3.67889,11.15302,200.99605,Polkagris,-91.48245,-0.66868,0,-102.20644,453.53360,CLAN_01752,-0.17752
True,100.24021,0.94237,0.09036,3.92788,11.04244,200.29009,Polkagris,-90.87402,-0.70527,0,-106.93561,447.73327,CLAN_01220,0.63434
True,100.96003,0.22545,-2.28208,-4.02575,10.02675,201.03849,Polkagris,-88.36261,-0.67421,0,-100.38931,454.60551,CLAN_01955,1.22872
False,100.04106,-0.95260,0.08913,2.09052,13.00510,200.09817,Polkagris,-91.48193,-0.72112,1,-101.99325,449.20868,CLAN_06434,-0.65958
True,100.08421,1.30358,0.50567,-1.39081,,200.16243,Polkagris,-89.39317,-0.68023,0,-96.66598,452.08807,CLAN_06684,-1.31068
True,98.92777,-1.34390,-0.30454,3.55183,12.70111,198.99144,Hambogris,-91.03752,-0.72222,0,-97.42574,445.92600,CLAN_05815,0.24994
True,98.51430,-1.42784,3.66623,-2.34743,,198.58343,Hambogris,-87.53917,-0.67369,0,-93.62140,445.76079,CLAN_00792,-3.76560
False,100.04041,-0.25727,-0.09137,1.32788,10.49722,200.10528,Polkagris,-87.48334,-0.66893,1,-102.08066,449.16172,CLAN_10413,1.32742
False,99.72122,0.46136,-0.83544,3.10889,10.62694,199.76877,Slängpolskorgris,-88.28238,-0.72857,1,-97.36703,449.92257,CLAN_03818,0.48780
False,99.12838,-1.17069,0.82466,-1.89184,12.69358,199.17979,Slängpolskorgris,-90.79570,-0.69545,0,-95.48861,447.89760,CLAN_03567,0.82305
False,101.95111,0.93917,-1.54901,-1.30717,11.67081,202.02408,Schottisgris,-92.90745,-0.65723,0,-103.13976,458.18565,CLAN_01230,2.07343
False,100.10128,0.40953,1.16666,-3.39633,10.70497,200.16998,Polkagris,-92.41184,-0.67402,0,-100.74420,450.13429,CLAN_03080,0.59730
False,99.07035,-0.71377,-0.26176,-2.27337,11.69091,199.13717,Slängpolskorgris,-91.67710,-0.65621,0,-95.52636,447.58857,CLAN_03104,1.00029
True,99.03280,-0.28298,-1.45729,-1.30662,,199.09868,Slängpolskorgris,-88.98095,-0.65829,0,-95.67521,447.32640,CLAN_03026,-0.58062
False,99.68255,1.68524,0.66214,-0.07440,13.95775,199.72800,Slängpolskorgris,-88.92137,-0.70963,1,-104.57189,446.12680,CLAN_05056,-0.48813
True,98.42334,-0.37822,-0.03328,3.12315,10.59306,198.46339,Hambogris,-89.85285,-0.70440,0,-101.74174,441.24583,CLAN_01476,0.96218
False,101.38043,-0.87004,0.04748,0.76914,8.88674,201.44543,Schottisgris,-91.43211,-0.67358,1,-98.75589,457.52420,CLAN_06635,1.22581
False,99.53622,-0.41199,-0.22387,-2.65110,11.38428,199.60441,Slängpolskorgris,-91.65112,-0.67551,0,-100.30653,447.52781,CLAN_06127,-1.34962
True,100.54746,-0.81466,-2.75942,3.35840,9.26332,200.61527,Polkagris,-96.02582,-0.68323,1,-103.86303,450.80578,CLAN_06866,-0.94833
True,100.10804,-0.04238,-0.15131,-3.76626,,200.18934,Polkagris,-92.16890,-0.69622,1,-101.30965,449.88536,CLAN_08881,0.40156
True,100.12818,1.72109,-0.82304,-2.21242,,200.19954,Polkagris,-90.00298,-0.68546,0,-103.75114,448.76534,CLAN_02323,1.19598
False,100.21266,-0.28103,-1.00881,-1.89850,,200.28327,Polkagris,-91.13311,-0.65261,1,-98.34684,451.88990,CLAN_09063,1.41150
False,101.62705,1.03763,-0.27260,-0.79989,12.21039,201.69746,Schottisgris,-95.35952,-0.65110,0,-97.69855,459.28600,CLAN_09410,0.99082
False,101.54800,-1.05213,-1.66094,0.52976,,201.62300,Schottisgris,-93.62112,-0.66859,1,-99.06431,458.20782,CLAN_02227,2.36833
False,99.61284,-0.52049,-0.13908,-2.61286,,199.69142,Slängpolskorgris,-92.68833,-0.68743,0,-96.54810,449.79017,CLAN_08839,-1.23242
False,100.87530,1.13809,0.57546,0.94652,9.78606,200.91921,Polkagris,-91.97116,-0.68903,0,-99.65365,454.54967,CLAN_01133,-0.72981
True,102.24984,1.05692,0.34453,0.46936,11.34934,202.30603,Polskorgris,-90.90094,-0.70776,0,-108.18997,457.15420,CLAN_09019,-0.64009
True,97.79737,0.33412,-0.72297,-1.25633,11.33649,197.88354,Hambogris,-88.98040,-0.69133,1,-100.89225,438.54074,CLAN_03136,0.49828
False,98.81398,-1.21664,-0.27482,-1.85388,11.48896,198.89052,Hambogris,-91.13197,-0.68319,0,-102.61772,442.76105,CLAN_02962,1.01897
True,100.47326,-0.02608,1.77233,3.44500,8.00998,200.52932,Polkagris,-90.14630,-0.67061,1,-105.50451,449.61404,CLAN_07227,-0.69900
False,99.39844,0.58724,0.82725,-1.77295,,199.47480,Slängpolskorgris,-90.57320,-0.67584,1,-97.51973,448.23234,CLAN_05903,1.40932
False,101.09098,0.98030,0.37513,-3.09727,,201.17294,Schottisgris,-90.93370,-0.68244,0,-97.45636,456.72674,CLAN_03306,-1.78736
True,101.12141,-0.15670,-2.18172,-0.80543,14.60621,201.19946,Schottisgris,-93.75055,-0.66021,1,-99.95911,455.62749,CLAN_07368,-2.06208
False,101.34716,0.38726,-0.09247,-0.67931,,201.42669,Schottisgris,-93.80124,-0.69761,0,-100.93655,456.26755,CLAN_03636,0.55276
True,100.50100,-0.83285,-1.33787,-2.68554,,200.57452,Polkagris,-91.74266,-0.68681,1,-99.46775,452.77113,CLAN_02509,0.80953
